jump_size,time,IAC
762,0.013273,30.089640198749834
763,0.013379,30.336572506052633
764,0.013285,30.023972835509156
765,0.013561,30.922187005526293
766,0.01336,31.938443574573903
767,0.013157,32.177034305447805
768,0.014063,30.753714858320706
769,0.014161,34.562367514410475
770,0.014108,29.61943422305961
771,0.014138,29.602544942837703
772,0.014118,30.285535423055272
773,0.014198,31.673407048449643
774,0.013894,30.19117691970119
775,0.013408,35.5703416177292
776,0.013197,28.267754656929117
777,0.013843,28.4332982456053
778,0.013497,28.954240860452764
779,0.013381,31.069260602309996
780,0.013416,30.60142069562626
781,0.01297,33.73248291617765
782,0.013371,29.09959417828463
783,0.013266,28.44846825909183
784,0.013073,26.87679752587411
785,0.012885,29.427365904115813
786,0.012996,28.407255906173845
787,0.013023,29.914095994015643
788,0.012956,30.1769984714078
789,0.013185,30.400427905328353
790,0.012885,30.06060129754932
791,0.012913,29.90969715828669
792,0.013099,28.700569775855772
793,0.013005,33.4455986283182
794,0.013064,30.613745721672437
795,0.013385,31.103083388188956
796,0.013301,31.431140656280462
797,0.013547,32.06122039667473
798,0.013486,32.50596256437821
799,0.01304,33.31348591578401
800,0.013363,31.224831111779743
801,0.013619,31.676853783873337
802,0.013476,30.834397970974848
803,0.012889,31.98642054862876
804,0.012949,31.036737406408914
805,0.01291,29.992494616553035
806,0.012936,30.754807968723725
807,0.013002,29.014372529543845
808,0.013109,30.13456152832
809,0.012939,31.099690509639142
810,0.012906,30.11910843397439
811,0.013035,31.611856829938013
812,0.012773,33.200695656427506
813,0.012947,29.807960931902855
814,0.012674,29.100960354253047
815,0.013116,29.003288948551436
816,0.012959,29.836704652732788
817,0.012904,31.98877328311162
818,0.01262,30.30796843656823
819,0.012601,33.213736671640454
820,0.012726,29.173722090322318
821,0.012662,27.89622687040999
822,0.012694,27.205411909780917
823,0.013319,25.51855851281618
824,0.013536,27.199668810954417
825,0.013351,28.01266970715399
826,0.013326,28.958101371581684
827,0.013395,29.556071706136755
828,0.013016,30.452340803297382
829,0.013149,30.607813570264994
830,0.013143,29.904991284603845
831,0.012949,30.36422999496631
832,0.012441,29.113368142223205
833,0.012612,32.17103185159646
834,0.012321,31.131397399029918
835,0.012646,30.012149968244206
836,0.012459,30.297466760612345
837,0.012614,28.756860911504628
838,0.012404,30.37274863538456
839,0.012669,28.352567745423304
840,0.012518,30.22483523258203
841,0.012626,29.29506041799222
842,0.012607,29.52472162814834
843,0.012325,29.72860626748136
844,0.012461,30.121810831255488
845,0.012783,32.27195467449589
846,0.012801,30.35425139866896
847,0.012576,30.572447161256274
848,0.012897,29.625704283793524
849,0.012848,29.856756435868068
850,0.012675,29.486961136343034
851,0.012484,31.024486971471408
852,0.013007,32.514238568548166
853,0.012995,31.733738432928366
854,0.01304,34.987749458086626
855,0.01271,29.530270718643035
856,0.01248,28.494314646286597
857,0.012243,28.34995076100201
858,0.012282,29.00498281341279
859,0.012246,29.532235924864427
860,0.0125,31.390182885256714
861,0.012798,33.201923556247856
862,0.012693,31.096385420237052
863,0.012256,28.840998815238414
864,0.012698,29.458909614098165
865,0.012737,28.626362469038405
866,0.012459,27.889149231828732
867,0.012808,30.247476459702188
868,0.012655,29.251761409655042
869,0.012282,32.04269139265875
870,0.013191,30.199959539577815
871,0.013022,30.932913137126874
872,0.012933,30.134773528084544
873,0.013068,29.91359183855339
874,0.012626,28.58633904869497
875,0.013074,29.440196570860127
876,0.012823,28.40152151499321
877,0.013024,34.298331640717706
878,0.013002,29.09182189131223
879,0.013072,29.575912228691287
880,0.01236,31.653823414722485
881,0.012321,31.865269324346787
882,0.012228,31.92943872437198
883,0.012193,30.013961352753125
884,0.013093,33.43635514040167
885,0.012873,26.819331072599695
886,0.012812,27.168865408255083
887,0.012565,28.823863890434943
888,0.012505,31.147324805529486
889,0.012919,30.604403230328774
890,0.012741,31.15286904007101
891,0.01247,28.871607959571964
892,0.01209,35.35137727298166
893,0.012521,29.701620505086265
894,0.012413,29.819122904310948
895,0.01237,30.41942175023731
896,0.01203,32.36838048058471
897,0.011936,33.119392130258916
898,0.012033,33.33557000397439
899,0.012366,33.11127577590938
900,0.012102,38.73693244068734
901,0.012207,30.93099927846502
902,0.012334,32.316362983206545
903,0.012766,30.71873976060611
904,0.012884,30.320265218122934
905,0.012866,29.526704461404005
906,0.012983,31.81918253180079
907,0.012821,32.557903613605546
908,0.012816,36.00130686213832
909,0.012679,32.74340030373742
910,0.012757,32.103446958189195
911,0.012646,29.594464546562882
912,0.011906,27.926937460171356
913,0.011789,28.457563950350952
914,0.011888,28.407078354015226
915,0.011992,30.058520277873267
916,0.011897,30.570683976638218
917,0.011788,30.97952148119713
918,0.012479,29.36914326546936
919,0.012753,28.9486974704636
920,0.012551,30.332554902750378
921,0.012523,30.08368741264413
922,0.012487,31.360892285925246
923,0.012303,31.77804039417403
924,0.011989,30.962091892615245
925,0.01173,36.36313754294194
926,0.011958,30.656210205810265
927,0.012061,30.307210243227225
928,0.011865,29.53472326463788
929,0.012203,29.812469403805633
930,0.011913,29.920246703012996
